2018-06-13	00:15:16 	Solar:	70	1	Battery:	13.3	4	KWH:	9	State:	Float
2018-06-13	00:16:07 UTC	Solar:	70	1	Battery:	13.3	4	KWH:	9	State:	Float
2018-06-12	17:18:33 PDT	Solar:	70	1	Battery:	13.3	4	KWH:	9	State:	Float
2018-06-12	17:19:35	PDT	Solar:	70	1	Battery:	13.3	4	KWH:	9	State:	Float
2018-06-19	17:05:59	PDT	Solar:	73	0	Battery:	13.3	4	KWH:	0.9	State:	Float
2018-06-20	08:09:01	PDT	Solar:	40	0	Battery:	12.2	0	KWH:	0.0	State:	Bulk
2018-06-20	08:12:38	PDT	Solar:	36	0	Battery:	12.2	0	KWH:	0.0	State:	Bulk
2018-06-20	23:03:38	PDT	Solar:	7	0	Battery:	12.4	0	KWH:	1.0	State:	Silent
